"","Quarter","Region","State","Purpose","Trips"
"1957",2012-01-01,"Australia's South West","Western Australia","Holiday",365.6437254
"1958",2012-04-01,"Australia's South West","Western Australia","Holiday",248.5006999
"1959",2012-07-01,"Australia's South West","Western Australia","Holiday",186.743712
"1960",2012-10-01,"Australia's South West","Western Australia","Holiday",301.2859301
"1961",2013-01-01,"Australia's South West","Western Australia","Holiday",411.3734634
"1962",2013-04-01,"Australia's South West","Western Australia","Holiday",348.6588709
"1963",2013-07-01,"Australia's South West","Western Australia","Holiday",245.0316581
"1964",2013-10-01,"Australia's South West","Western Australia","Holiday",291.7156387
"1965",2014-01-01,"Australia's South West","Western Australia","Holiday",438.4519498
"1966",2014-04-01,"Australia's South West","Western Australia","Holiday",331.6084802
"1967",2014-07-01,"Australia's South West","Western Australia","Holiday",224.6212742
"1968",2014-10-01,"Australia's South West","Western Australia","Holiday",264.2381386
"1969",2015-01-01,"Australia's South West","Western Australia","Holiday",463.710835
"1970",2015-04-01,"Australia's South West","Western Australia","Holiday",385.8244492
"1971",2015-07-01,"Australia's South West","Western Australia","Holiday",298.226994
"1972",2015-10-01,"Australia's South West","Western Australia","Holiday",355.5956349
"1973",2016-01-01,"Australia's South West","Western Australia","Holiday",616.3930783
"1974",2016-04-01,"Australia's South West","Western Australia","Holiday",390.8707454
"1975",2016-07-01,"Australia's South West","Western Australia","Holiday",260.1474131
"1976",2016-10-01,"Australia's South West","Western Australia","Holiday",432.444016
"1977",1998-01-01,"Australia's South West","Western Australia","Other",3.3494845
"1978",1998-04-01,"Australia's South West","Western Australia","Other",8.6619153
"1979",1998-07-01,"Australia's South West","Western Australia","Other",5.5622554
"1980",1998-10-01,"Australia's South West","Western Australia","Other",3.2939478
"1981",1999-01-01,"Australia's South West","Western Australia","Other",4.3660902
"1982",1999-04-01,"Australia's South West","Western Australia","Other",5.7741091
"1983",1999-07-01,"Australia's South West","Western Australia","Other",15.0327208
"1984",1999-10-01,"Australia's South West","Western Australia","Other",8.1104885
"1985",2000-01-01,"Australia's South West","Western Australia","Other",7.1635065
"1986",2000-04-01,"Australia's South West","Western Australia","Other",12.2086821
"1987",2000-07-01,"Australia's South West","Western Australia","Other",12.9750391
"1988",2000-10-01,"Australia's South West","Western Australia","Other",20.2296081
"1989",2001-01-01,"Australia's South West","Western Australia","Other",7.5579211
"1990",2001-04-01,"Australia's South West","Western Australia","Other",2.4681947
"1991",2001-07-01,"Australia's South West","Western Australia","Other",10.1972413
"1992",2001-10-01,"Australia's South West","Western Australia","Other",16.4209873
"1993",2002-01-01,"Australia's South West","Western Australia","Other",12.3683926
"1994",2002-04-01,"Australia's South West","Western Australia","Other",7.0483132
"1995",2002-07-01,"Australia's South West","Western Australia","Other",9.4095503
"1996",2002-10-01,"Australia's South West","Western Australia","Other",34.7866257
"1997",2003-01-01,"Australia's South West","Western Australia","Other",16.6182618
"1998",2003-04-01,"Australia's South West","Western Australia","Other",7.1462667
"1999",2003-07-01,"Australia's South West","Western Australia","Other",24.6155841
"2000",2003-10-01,"Australia's South West","Western Australia","Other",7.4965744
"2001",2004-01-01,"Australia's South West","Western Australia","Other",3.7738817
"2002",2004-04-01,"Australia's South West","Western Australia","Other",17.3299292
"2003",2004-07-01,"Australia's South West","Western Australia","Other",19.3830839
"2004",2004-10-01,"Australia's South West","Western Australia","Other",8.6585016
"2005",2005-01-01,"Australia's South West","Western Australia","Other",8.6762175
"2006",2005-04-01,"Australia's South West","Western Australia","Other",15.0848946
"2007",2005-07-01,"Australia's South West","Western Australia","Other",7.8566056
"2008",2005-10-01,"Australia's South West","Western Australia","Other",14.6476864
"2009",2006-01-01,"Australia's South West","Western Australia","Other",9.906463
"2010",2006-04-01,"Australia's South West","Western Australia","Other",7.291178
"2011",2006-07-01,"Australia's South West","Western Australia","Other",5.875309
"2012",2006-10-01,"Australia's South West","Western Australia","Other",9.495916
"2013",2007-01-01,"Australia's South West","Western Australia","Other",22.0298442
"2014",2007-04-01,"Australia's South West","Western Australia","Other",15.6808427
"2015",2007-07-01,"Australia's South West","Western Australia","Other",9.899503
"2016",2007-10-01,"Australia's South West","Western Australia","Other",14.4214457
"2017",2008-01-01,"Australia's South West","Western Australia","Other",6.0782106
"2018",2008-04-01,"Australia's South West","Western Australia","Other",6.5569415
"2019",2008-07-01,"Australia's South West","Western Australia","Other",19.9768544
"2020",2008-10-01,"Australia's South West","Western Australia","Other",5.5923646
"2021",2009-01-01,"Australia's South West","Western Australia","Other",9.0896271
"2022",2009-04-01,"Australia's South West","Western Australia","Other",4.6661421
"2023",2009-07-01,"Australia's South West","Western Australia","Other",7.2761033
"2024",2009-10-01,"Australia's South West","Western Australia","Other",14.2551321
"2025",2010-01-01,"Australia's South West","Western Australia","Other",11.9598699
"2026",2010-04-01,"Australia's South West","Western Australia","Other",5.4393179
"2027",2010-07-01,"Australia's South West","Western Australia","Other",6.1527589
"2028",2010-10-01,"Australia's South West","Western Australia","Other",15.1898285
"2029",2011-01-01,"Australia's South West","Western Australia","Other",11.4653953
"2030",2011-04-01,"Australia's South West","Western Australia","Other",17.4798782
"2031",2011-07-01,"Australia's South West","Western Australia","Other",11.217073
"2032",2011-10-01,"Australia's South West","Western Australia","Other",15.3573289
"2033",2012-01-01,"Australia's South West","Western Australia","Other",24.471188
"2034",2012-04-01,"Australia's South West","Western Australia","Other",1.479753
"2035",2012-07-01,"Australia's South West","Western Australia","Other",4.3683416
"2036",2012-10-01,"Australia's South West","Western Australia","Other",6.5851127
"2037",2013-01-01,"Australia's South West","Western Australia","Other",8.3287283
"2038",2013-04-01,"Australia's South West","Western Australia","Other",7.2261412
"2039",2013-07-01,"Australia's South West","Western Australia","Other",7.8481947
"2040",2013-10-01,"Australia's South West","Western Australia","Other",10.778671
"2041",2014-01-01,"Australia's South West","Western Australia","Other",20.4999714
"2042",2014-04-01,"Australia's South West","Western Australia","Other",15.7804627
"2043",2014-07-01,"Australia's South West","Western Australia","Other",21.1626799
"2044",2014-10-01,"Australia's South West","Western Australia","Other",12.392091
"2045",2015-01-01,"Australia's South West","Western Australia","Other",6.817558
"2046",2015-04-01,"Australia's South West","Western Australia","Other",13.1762784
"2047",2015-07-01,"Australia's South West","Western Australia","Other",14.03721
"2048",2015-10-01,"Australia's South West","Western Australia","Other",12.1771622
"2049",2016-01-01,"Australia's South West","Western Australia","Other",16.1887636
"2050",2016-04-01,"Australia's South West","Western Australia","Other",25.5960786
"2051",2016-07-01,"Australia's South West","Western Australia","Other",30.9555421
"2052",2016-10-01,"Australia's South West","Western Australia","Other",9.1728193
"2053",1998-01-01,"Australia's South West","Western Australia","Visiting",116.9707457
"2054",1998-04-01,"Australia's South West","Western Australia","Visiting",106.0446495
"2055",1998-07-01,"Australia's South West","Western Australia","Visiting",102.6416666
"2056",1998-10-01,"Australia's South West","Western Australia","Visiting",155.8773876
"2057",1999-01-01,"Australia's South West","Western Australia","Visiting",134.385712
"2058",1999-04-01,"Australia's South West","Western Australia","Visiting",161.5310845
"2059",1999-07-01,"Australia's South West","Western Australia","Visiting",107.0909919
"2060",1999-10-01,"Australia's South West","Western Australia","Visiting",118.5790052
"2061",2000-01-01,"Australia's South West","Western Australia","Visiting",110.6254228
"2062",2000-04-01,"Australia's South West","Western Australia","Visiting",120.2535698
"2063",2000-07-01,"Australia's South West","Western Australia","Visiting",119.6037674
"2064",2000-10-01,"Australia's South West","Western Australia","Visiting",148.3429153
"2065",2001-01-01,"Australia's South West","Western Australia","Visiting",144.4198553
"2066",2001-04-01,"Australia's South West","Western Australia","Visiting",121.0725724
"2067",2001-07-01,"Australia's South West","Western Australia","Visiting",125.8613128
"2068",2001-10-01,"Australia's South West","Western Australia","Visiting",134.3537684
"2069",2002-01-01,"Australia's South West","Western Australia","Visiting",169.3001549
"2070",2002-04-01,"Australia's South West","Western Australia","Visiting",144.7093397
"2071",2002-07-01,"Australia's South West","Western Australia","Visiting",139.6767114
"2072",2002-10-01,"Australia's South West","Western Australia","Visiting",129.1351797
"2073",2003-01-01,"Australia's South West","Western Australia","Visiting",170.8119353
"2074",2003-04-01,"Australia's South West","Western Australia","Visiting",160.3265376
"2075",2003-07-01,"Australia's South West","Western Australia","Visiting",116.9307236
"2076",2003-10-01,"Australia's South West","Western Australia","Visiting",147.9948715
"2077",2004-01-01,"Australia's South West","Western Australia","Visiting",123.2422963
"2078",2004-04-01,"Australia's South West","Western Australia","Visiting",162.9768378
"2079",2004-07-01,"Australia's South West","Western Australia","Visiting",124.356668
"2080",2004-10-01,"Australia's South West","Western Australia","Visiting",125.7465476
"2081",2005-01-01,"Australia's South West","Western Australia","Visiting",159.6526687
"2082",2005-04-01,"Australia's South West","Western Australia","Visiting",113.443918
"2083",2005-07-01,"Australia's South West","Western Australia","Visiting",119.8835984
"2084",2005-10-01,"Australia's South West","Western Australia","Visiting",160.0601975
"2085",2006-01-01,"Australia's South West","Western Australia","Visiting",167.23923
"2086",2006-04-01,"Australia's South West","Western Australia","Visiting",166.06198
"2087",2006-07-01,"Australia's South West","Western Australia","Visiting",113.844009
"2088",2006-10-01,"Australia's South West","Western Australia","Visiting",159.907409
"2089",2007-01-01,"Australia's South West","Western Australia","Visiting",174.5096014
"2090",2007-04-01,"Australia's South West","Western Australia","Visiting",150.6013834
"2091",2007-07-01,"Australia's South West","Western Australia","Visiting",113.5667689
"2092",2007-10-01,"Australia's South West","Western Australia","Visiting",117.1652929
"2093",2008-01-01,"Australia's South West","Western Australia","Visiting",157.4650829
"2094",2008-04-01,"Australia's South West","Western Australia","Visiting",93.7121325
